name,id,text
The Grove - Hayes,tDeen4APIeKtDHPWiPFHdw,"Delicious Healthy and Fast
If you're looking for the aforementioned qualities this is PERFECT!
We were in a hurry to get to a performance in the near..."
Sheng Kee Bakery,pWVSjwLLjclFGWmhkqsWLw,"This bakery has been around for a long time.  The mouse cakes are delicious.  I like them better than Schubert's.

They offer a huge selection of Chinese..."
Sheng Kee Bakery,pWVSjwLLjclFGWmhkqsWLw,"Decidedly meh for a Chinese bakery.

Got a red bean pineapple bun that had no red bean inside, a coconut cream bun that had cloyingly sweet cream and a..."
Sheng Kee Bakery,pWVSjwLLjclFGWmhkqsWLw,This place is horrific. I took my parents here after dinner today and everyone ordered a dessert. My dad ordered a mocha cake slice and the lady at Sheng...
Biergarten,GfeaoeKtZh-57SFWgjPqnw,Came here as we were waiting for a reservation at another spot in Hayes and by 6:30pm this place is packed. It was a beautiful day in SF so this place was a...
Biergarten,GfeaoeKtZh-57SFWgjPqnw,"Casual spot for a German beer. Super nice if it's warm outside. 

Food was just ok, pretty overpriced for a pretzel that they warm up. 

It's always..."
Biergarten,GfeaoeKtZh-57SFWgjPqnw,"Cute outdoor spot in Hayes valley for german beer, appetizers, and just to chill with friends. 
Can get pretty chilly at night so bring a jacket!
They also..."
Golden Gate Dim Sum,s60VG68VDe6PZBuW3958zQ,We really liked this place. It is rare you ever find a dim sum spot open in the evening! Came here for dinner and was not disappointed. They have a big menu...
Golden Gate Dim Sum,s60VG68VDe6PZBuW3958zQ,My mother lives in the Richmond District in San Francisco. Last week I went to visit her and took her out for a Dim Sum lunch. I know for a fact that there...
Golden Gate Dim Sum,s60VG68VDe6PZBuW3958zQ,"Came here because Hong Kong lounge was packed. 
The food was okay. Not great enough to come back as my first choice. We tried ordering what seemed to be har..."
La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,All I can say my Esponja/Concha was soft and perfect! Me and my husband happened to be passing by after looking at murals and the smell of the bakery called...
La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,"Yummy bread!! I always come here when I crave pan dulce
Definitely giving this place 5 stars"
La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,"Staff -- very nice and friendly. 
Price -- super cheap. I think everything ranges from about .80 cent to $1.70. 
Taste -- the two that we got were dryer..."
Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,"Hole in a wall CLAY POT RICE extraordaire!!! 

This place is so confusing. On the outside, they advertise dim sum. On the glass, they talk about their..."
Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,Very basic Cantonese dishes in a no nonsense ambiance. The food is hearty and you get what you pay for you fill up a hungry stomach. It is totally Toi Shan...
Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,"I bought a dozen dai bows for my homie and we each ate one for lunch.  He got sick soon after.  Not knowing, he gave a dai bow to another friend and he too..."
Truly Mediterranean,0QydZwQebF1b36i9OwHppA,"Every time I eat at the truly  mediterranean I leave so happy  ...

I love the lamb shawarma is so delicious as always....

I'll be back...."
Truly Mediterranean,0QydZwQebF1b36i9OwHppA,"Dude. This place ROCKS. Fair pricing and you get the sexiest of shawarmas ohhh my gooodnesss. I'm half middle-eastern, so this brought me back to my roots...."
Truly Mediterranean,0QydZwQebF1b36i9OwHppA,"I have found a great lunch spot. Now that Lucca's has closed up shop. I was looking for a hearty alternative. 
I walked into this tiny shop and find a..."
Herbert Hoover Middle School,TRFftDlWHbKBIfFUpZWAoA,"Herbert Hoover Middle School is one of the best middle schools I've attended. Some of the counselors, teachers and students were very nice. I had the..."
Herbert Hoover Middle School,TRFftDlWHbKBIfFUpZWAoA,"Nelson is bully, go Panthers! Also Nelson got hoes and guys. Hoover better improve on his situation."
Herbert Hoover Middle School,TRFftDlWHbKBIfFUpZWAoA,"What people don't talk about
1.  Bullying, it is very bad here, mostly covered up by administration
2.  Teaching, my youngest child's education level has..."
Turtle Tower,ARCkIwkAiSRYp9jlkcIUKA,"Came here on a Sunday lunch around 1pm. 
Pho ga and beef pho (1)
Lots of meat
clean taste... meaning not all salt. You can taste the meat flavor in the..."
Turtle Tower,ARCkIwkAiSRYp9jlkcIUKA,"Northern Vietnamese pho. I was still a bit tipsy from last night and ordered the wrong thing. Lol. I had the vermicelli noodles and they were meh,but the..."
Turtle Tower,ARCkIwkAiSRYp9jlkcIUKA,After getting lots of recs from others we came here for pho. It was awful. Northern Viet style pho tastes awful compared to Southern Viet style. The meat...
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,"My ladybird and I both got the knockwurst, one with sweet peppers & onion and one with sauerkraut & hot peppers. We enjoyed both versions, super delicious!..."
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,"I ordered Rosamunde's Happy Hour Pack for a work event - and I couldn't have been more thrilled with the outcome.

Brian - who was my main point of contact..."
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,"CHICKEN HABANERO WITH TEQUILA
Cannot go wrong with habanero and tequila. After 8 min in on the grill, he added beef chili and hot peppers to the toasted..."
Las Tinajas Restaurant,PmmrgKphGJfpeTqt-65AAg,Best carne asada ever. Been coming here for years and it never disappoints. Must try when around the area or if you live close by. It's like a cafeteria...
Las Tinajas Restaurant,PmmrgKphGJfpeTqt-65AAg,Well I want to start by saying that I have been coming to this restaurant for more than 20 years now. Looove every food they have even though is not as...
Las Tinajas Restaurant,PmmrgKphGJfpeTqt-65AAg,"In a sea of Mexican restaurants, it's nice to grab some Nicaraguan food.  Doesn't seem gentrified like other restaurants nearby, though it will be a bit..."
Local Diner,_7yo9CjgkbtasXqoQ6lM6Q,"Visiting from the east coast and thought we'd give this place a try based on the reviews. It was just great. Food cooked just right. Fast, friendly service..."
Local Diner,_7yo9CjgkbtasXqoQ6lM6Q,We stopped in this little place with a hungry crowd of 8 people after a 3- hour drive from the Sierras to watch Hamilton. We only had about 30 minutes to...
Local Diner,_7yo9CjgkbtasXqoQ6lM6Q,"Yummmmm. I got the popeye omelet, which consist of bacon, spinach and cheese. I added peppers and onion to mine. It was good. The eggs were fluffy and..."
Day Darmet Catering,a215yTGhEJdoOgkMWNVhWg,"Our company has ordered from Day Darmet catering many times over the years for in office lunches.  They were always timely, tasty, and flexible.  Compared..."
Day Darmet Catering,a215yTGhEJdoOgkMWNVhWg,"I don't know about their catering services, but I recently witnessed this company illegally dumping pallets along the street in SF.  Illegal dumping, and..."
Day Darmet Catering,a215yTGhEJdoOgkMWNVhWg,"This catering company really is a pleasure to work with. They are easy to work with, come up with fun options, and the food itself always gets compliments..."
Bazille at Nordstrom,X-1IAQarpJw0pjG834USOw,I have come here at least ten times in the last 8 months.  I've tried almost everything on their menu and I love everything.  Price is very reasonable.  My...
Bazille at Nordstrom,X-1IAQarpJw0pjG834USOw,"An easy go to spot for lunch but def not something I'd go out of my way for. Usually when I'm shopping at Nordstrom, I'd pop by. There's usually no wait and..."
Bazille at Nordstrom,X-1IAQarpJw0pjG834USOw,"This restaurant was exactly what I expected. Comfortable and mildly stylish, it's a pleasant place to and have a nice little lunch. The food is rather..."
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,"Affordable and the food is good. Not much to complain, our family always stops by here whenever we're in SF to pick up some bbq pork and duck. They also..."
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,"Very affordable and delicious Chinese bbq place. But, warning warning, the guy taking the order and cutting the meat didnt speak English at all. I had to..."
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,"AVOID THIS PLACE AT ALL COST! THEY CHARGE YOU MORE THAN USUAL!
Since most restaurants in Chinatown sell similar food, I won't talked much about their hype/..."
Spices,Rc8CGVjeE9eB3KZzcsKlCQ,I wanted to impress my Taiwanese friend with some Szechuan food so I picked this place for their décor I seen on yelp. Their soup was moderately spicy for...
Spices,Rc8CGVjeE9eB3KZzcsKlCQ,"Lasting impression: this was a mistake to go to Spices.
We felt forgotten by the waitstaff.
They did not have knowledge of the beers on tap. I had to say..."
Spices,Rc8CGVjeE9eB3KZzcsKlCQ,I don't usually post reviews but I felt this place was ridiculous enough to warn others about. so it's sunday night and my friends and I were hungry so we...
Happy Chinese Restaurant,mMhkpTh7RkxKgDrnWPSgcA,"You gotta like this place. I usually go with my Chinese mom in law and the family here. It's a real dim sum experience. I'm the only white guy, I usually..."
Happy Chinese Restaurant,mMhkpTh7RkxKgDrnWPSgcA,"Here food was delicious food and nice stuff. I was with a group of people, we were approximately 10 people. And ordered a lot of food. I didn't see a menu,..."
Happy Chinese Restaurant,mMhkpTh7RkxKgDrnWPSgcA,"Went here yesterday after a lo by meeting with Green St. The food sucks and overcharges you. We order one order Ha Gao (small hard), Siu Mai (small no..."
San Francisco Day School,rQRFSFBDatSo0h1Jo5Xm_w,"Great facility. Great location.

When my children were at this age and we toured this school. We were really impressed. 

Unfortunately all of the private..."
San Francisco Day School,rQRFSFBDatSo0h1Jo5Xm_w,"I transfered to SFDS after spending four years at another all boys, independent school in San Francisco.

The academics, particularly the technology..."
San Francisco Day School,rQRFSFBDatSo0h1Jo5Xm_w,"As a student who recently graduated, I feel well qualified to write a review of this school. I loved it. The teachers were exceptional both as mentors for..."
Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,I had a takeaway here once - I really liked the tortilla chips with nacho cheese and steak. The Best takeaway I had on ubereats
Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,"ae in around 6 something before I went to work at a bar near by, and the cashier had an attitude. I ordered a veggie burrito with no sour cream and..."
Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,"DANGER: false advertising + rude service. They take phone orders but do NOT honor the prices of their on-line menu. 

Once I arrived, I saw a different..."
Restaurante Familiar,Irzn8SThab39vigvKXjMzA,Was enjoying SF Sunday Streets with the family and came upon this place while walking in the Excelsior.  I normally go to El Farolito or Taqueria...
Restaurante Familiar,Irzn8SThab39vigvKXjMzA,Food was pretty good. Ordered a Mexican quesadilla and it was your basic quesadilla. Flour tortilla with cheese and it came with a small house salad with a...
Restaurante Familiar,Irzn8SThab39vigvKXjMzA,My go to place if im craving for some Menudo. Little hole in the wall place in Mission. Loved the warm soup on a rainy summer. Conveniently located near our...
The Jelly Donut,np1YpFt9GfX-umR1ZKx_uA,"Solid, delicious, affordable, friendly customer service, plus they always throw in a little extra :) I really don't know what else you need. It's a no..."
The Jelly Donut,np1YpFt9GfX-umR1ZKx_uA,Been coming here since I was a kid! Donuts are always so delicious and still affordable to date (really hard to believe since everything in the mission is...
The Jelly Donut,np1YpFt9GfX-umR1ZKx_uA,"Such nice people and nice reviews. Drove around. Missed one space here, there, another one 
Finally sent boys in to buy. What a big box they bought and a..."
5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,One of my favorite boba places and so convenient for me because I live like 10 minutes away I love how they have specials on popular milk tea flavors...
5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,"My kids and I like this Boba place.... have been a customer for over 4 years!
I like that you can get your cup size after you walk in the go to counter to..."
5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,This isn't the best ideal spot for me when it comes to ordering any boba tea. The tea here lacks flavor and I don't think that bitter flavors equate to...
Radio Africa Kitchen,TofRTCAfrXcvf7BYx0tqkQ,It was a total surprise when I stumbled upon this gem on a Tuesday night looking for food. The owner is so chill and Hunter is beyond friendly and always...
Radio Africa Kitchen,TofRTCAfrXcvf7BYx0tqkQ,"Stumbled in here with a hungry friend looking for food. It is a lovely African restaurant with a menu that has options for everyone (vegan, vegetarian, meat..."
Radio Africa Kitchen,TofRTCAfrXcvf7BYx0tqkQ,"This place is a hidden gem! I've had two of their vegan lentil dishes and they were both great. Lots of fresh vegetables and excellent flavours. 

This..."
Lucky Pork Market,owPjvZTtjBaiwyiaCuRHgw,"Where's the ham?.
The store staff are very nice but the ham is disappointing.  All they have is that kind of ham made of compressed bits  - salty, pale and..."
Lucky Pork Market,owPjvZTtjBaiwyiaCuRHgw,"I was Lucky to have been chosen to work here back in the 70's!!!!
This is the real deal.....( or used to be ) when we had 10 bonified butchers....and all..."
Lucky Pork Market,owPjvZTtjBaiwyiaCuRHgw,This is an excellent meat market that has some pretty competitive prices for their beef and pork. I appreciate how the butcher had a conversation with me in...
Hawaii West,oyPIyq3JUzvyzE-csu75Ug,"To paraphrase Dave Chappell, ""What can I say about Hawaii West that hasn't already been said... about the war in Afghanistan?""

This place is anything but..."
Hawaii West,oyPIyq3JUzvyzE-csu75Ug,We stopped in late on a Saturday night and this is a TRUE DIVE! A little too much of a dive bar than I typically like since it was pretty dirty and nobody...
Hawaii West,oyPIyq3JUzvyzE-csu75Ug,this place has to be the most purest of dive bars in all of North Beach. Bartender who speaks minimal English and doesn't really deal with BS? Check. One...
Hai Ky Noodles,wCf2GGyEOkaSFE0xCYpgOA,"Love this place. They open at 8am, so it's a great spot to stop in for breakfast. Service is fast. 

I've gotten the braised duck leg with thick egg noodles..."
Hai Ky Noodles,wCf2GGyEOkaSFE0xCYpgOA,"This is a very solid place to eat mi in the city. My friend ordered the egg noodles with wonton and I ordered the braised duck leg with thin egg noodles,..."
Hai Ky Noodles,wCf2GGyEOkaSFE0xCYpgOA,"I got the braised duck leg with thick egg noodles in soup and egg rolls. It was good, it tasted like a home cooked meal. The duck meat came off the bone..."
Subway,FlKDJ8wmGQv3p0CjSWxWIg,Small but efficient subway. Only one worker was up in front but she was organized and worked on two  customers order at one time. She then rang up the...
Subway,FlKDJ8wmGQv3p0CjSWxWIg,"Whoever reads this, pls spread the word. There is supposedly one owner for all the Subway sandwiches in San Francisco and despite being the richest city in..."
Subway,FlKDJ8wmGQv3p0CjSWxWIg,Worst Subway in my history of 29 years on earth. Service is Terrible. Consistently. F for effort. Quality of ingredients bad. Customer service non existent....
Nob Hill Cafe,yNMCITEPGh6cgqd6VDfQOg,"We always saw people lining up in front of the Nob Hill café so we decided to try on a Friday night ! 
This place is the go to Italian restaurant in our..."
Nob Hill Cafe,yNMCITEPGh6cgqd6VDfQOg,"I live just two blocks away from this restaurant, and as a lazy college student here for the summer looking for good food nearby, I've been here multiple..."
Nob Hill Cafe,yNMCITEPGh6cgqd6VDfQOg,"Honestly, I'm a little surprised by how emphatically good some of the other reviews on here are.  I thought the food was perfectly fine, but certainly not..."
Pat's Cafe,gg--F2Z-X2Qh1fkkm1ODHA,"Oh my wonderful Pat's Cafe. Where do I begin?

First off, the location. Pat's Cafe is in a pretty touristy area of San Francisco, but it's still a great..."
Pat's Cafe,gg--F2Z-X2Qh1fkkm1ODHA,"What's good here? We don't know, we never got served! We sat an hour and never got served. So much for good food.

UPDATE: The owner was very nice and sent..."
Pat's Cafe,gg--F2Z-X2Qh1fkkm1ODHA,"I love Pat's! It's a cute, quirky American breakfast place with the absolute best biscuits and gravy. I've been here three times now and am always very..."
The Good Life Grocery,anJFkvmCMYkXZZcPvGDI6Q,"I have lived a block away from this store since 2001 and it is where I buy 80% of the food I eat. The people who work there are easy-going, helpful, and..."
The Good Life Grocery,anJFkvmCMYkXZZcPvGDI6Q,"like we always do at this time, i go for MINE, i gots to SHINE,
welcome the good life.....
where groceries are fresh, and mighty FINE. 

With only 2 aisles..."
The Good Life Grocery,anJFkvmCMYkXZZcPvGDI6Q,Needed a few things for the pantry and didn't want to roam too far on foot from home in the dogpatch and found this little grocer. It's a pretty small store...
Jay's Cheesesteak,mH4Odw-22ZdS4UMh04a3wg,"Oh the age of specialization is upon us. This was the best cheese steak I've had in San Francisco. Fast service, polite and respectful staff. 

So I order..."
Jay's Cheesesteak,mH4Odw-22ZdS4UMh04a3wg,"So I've been here a lot. Cash only. That's a minus but sadly standard for the mission. Not too big of an issue though as I can usually order, and then walk..."
Jay's Cheesesteak,mH4Odw-22ZdS4UMh04a3wg,"This place is chash only, they have an ATM onsite but it was broken when I was there so they gave me a little discount as I only had 10$ in cash which was..."
Sweet Delight Bakery,hPz83m43JzMUzgAoE3SgzA,"We got over 100 pieces of dim sum delivered to our son's bday party through DoorDash with absolutely no problems, despite only putting the order in at..."
Sweet Delight Bakery,hPz83m43JzMUzgAoE3SgzA,"Been craving for dimsum so when I was around the area and I'm glad to find this place thru Yelp.
I was hesitant to go tho because of their health score..."
Sweet Delight Bakery,hPz83m43JzMUzgAoE3SgzA,"My girlfriend and I were craving dim sum one day and noticed this place was close by. This place takes card, but there is a minimum amount you have to..."
Focaccia Market & Bakery,NfZKuDovZOIbCLZJGt4m2w,"Large salad portions, fresh veggies and dressings with lots of variety. The issue I have: THE CHICKEN. Specifically the marinated, spicy, and lemon..."
Focaccia Market & Bakery,NfZKuDovZOIbCLZJGt4m2w,"Over the years, I've come to Focaccia quite a few times just because coworkers are for some reason crazily obsessed with this establishment. Located right..."
Focaccia Market & Bakery,NfZKuDovZOIbCLZJGt4m2w,I am one to NEVER post a review good or bad but this has to be absolutely one of the worst embarrassments of a lunch spot I have ever eaten in my life. And...
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,"Craved dim sum one morning, this one was recommended so we sought it out. 

Kind of tucked away, but it's a pretty spacious venue. Simple set up, fast and..."
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,"Literally the best dim sum I've ever had! (The manager said Toronto is better!- must visit) I frequent Chinatown in NYC, but City View dim sum is on another..."
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,"Food: 5/5
Service: 3/5
Cleanliness: 3/5
Decor & Style: 3/5

The wait was long, like most popular restaurants in SF, but for that I will still have to rate..."
Katherine Delmar Burke School,IlNBmx-iB7y_rljUhBLgHQ,Burke's School is in SF's SeaCliff neighborhood. This is a Kindergarten thru 8th grade all girls private school. Tuition starts at $28k with some financial...
Katherine Delmar Burke School,IlNBmx-iB7y_rljUhBLgHQ,"To admit the truth, I am having difficulty adjusting in my adult life because the teachers at Burke's were so good. I've grappled with my feelings about..."
Katherine Delmar Burke School,IlNBmx-iB7y_rljUhBLgHQ,"Ms Coleman should be headmaster.  However, I don't think this school is for everyone. It doesn't churn out scientists (graduate level) which I aspired to be..."
La Oaxaqueña,KKBBekDW-TQK8tam_6dn7w,"Amazing food but don't be boring by getting a burrito here. 

Get a Tlayuda (kind of like a pizza and nachos put together. Get the mole chicken. Get any of..."
La Oaxaqueña,KKBBekDW-TQK8tam_6dn7w,"Amazing soft taco and burrito, they got the sauce and vegatables figured out to an art, no need to add extra or your own cause its made to perfection and..."
La Oaxaqueña,KKBBekDW-TQK8tam_6dn7w,my friend and i were expecting the tacos to be much more expensive than $2.50 each. in fact i'd only ordered 4 because i was worried they'd be $4 each...
Subway,V3nsp9TkBjOwnIpTJ9nV3w,"My Rating today based on the sandwich i ordered... Subway has a deal going for their 6-inch sub... for $2.99 

Basically, a great snack deal! and especially..."
Subway,V3nsp9TkBjOwnIpTJ9nV3w,"Slow workers, terrible service!  Stingy with the ingredients, have to ask repeatedly to get just enough!"
Subway,V3nsp9TkBjOwnIpTJ9nV3w,"i really cant go to any subway again, got a small sub with turkey and immediately felt sick after,missed 3 days and went to urgent care. F*** SUBWAY NOTHING..."
Belmar - La Gallinita Meat Market,0bOTdcDSINp0no-key6qaw,"Wow! This might be my new favorite place for tacos! 

Came here for the first time today and tried the cecina (salted beef). Everything tasted so fresh and..."
Belmar - La Gallinita Meat Market,0bOTdcDSINp0no-key6qaw,"This place should have a ton more ratings than it does.  Is this place Sexy and have modern decor?  NO

Does this place show up on many rankings....?..."
Belmar - La Gallinita Meat Market,0bOTdcDSINp0no-key6qaw,"Amazing tacos! La Gallinita was stop number 2 on the food tour and I had a lot of fun learning about the history of Carne Asada. If you want to hear it,..."
Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,"For a small market, they are very well stocked and pretty organized. I appreciate the fresh vegetables and especially the various fresh Vietnamese herbs..."
Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,"Great little market for Vietnamese groceries. Agar Agar (although not the powdered version, we found that at Nijiya Market in Japantown), Pandan oil behind..."
Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,"4.5 stars!  The trouble it took me trying to buy red curry paste, trust me, you don't know. But then again, I'm new here and was looking in the wrong places..."
Sanraku,cjfJOMF6hpE7bX0ESWdAEg,"Since I'm vegetarian, you can take this review of a sushi restaurant with a grain of salt, but I absolutely enjoyed it. Came here with some work friends and..."
Sanraku,cjfJOMF6hpE7bX0ESWdAEg,Great sushi spot in SF! There are various dishes and the staffs are super friendly. There are many regulars dining which tells you their dishes are...
Sanraku,cjfJOMF6hpE7bX0ESWdAEg,"My picks for this location b/c you won't find them fresher/better than any other places in SF for the price.
- Hotate for sure.  
- Ikura
- Uni from Santa..."
Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,"Today was my first visit to the Axum Café, the Ethiopian restaurant in the lower Haight. 

I have had Ethiopian food before, and it usually was very nice...."
Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,So happy they're open again!  Just when I moved a block away they happened to close for renovation.  Two months or so of renovation went to three months to...
Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,we ordered the veg platter for two and some samosa type fritters on Uber eats.  the fritters were cold when they arrived - but maybe fried food is not a...
Mission Dolores Academy,g_KkVWuIs3QDwnjHRCLN4g,We LOOOOVE Mission Dolores Academy! It's a small and close knit community that is welcoming and secure. The classes are small that allow for a lot of...
Mission Dolores Academy,g_KkVWuIs3QDwnjHRCLN4g,Extremely dissapointed. please consider another catholic education for your child. After a school year of dealing with rude and disrespectful parents which...
Mission Dolores Academy,g_KkVWuIs3QDwnjHRCLN4g,"...about last night!  I had the great pleasure of participating in Mission Dolores Academy's 1st ""Mom's Night Out"" Event. 
I got to spend time with a group..."
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,"I hate it when a restaurant falls between at 3.5 rating because Yelp has no half stars !  I had enjoyable meal on a Thursday night, but for me nothing stood..."
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,"Not a fan of their food, and the service was laking.  Their onion soup was the absolute worst I've ever had.  The onions weren't carmalized at all so I got..."
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,"I enjoyed my dinner. Easy, relaxing place that has some killer stairs. I was hesitant to use, but was well worth it.  Downstairs was mainly a bar area and..."
Wok & Go,gerZ6D_58MfNvdqGqMyJJg,Glad it was open 4th of July weekend. Pleasantly surprised that the food was good for a small Chinese take out place. We ordered rice plates ... Mongolian...
Wok & Go,gerZ6D_58MfNvdqGqMyJJg,Used this place as a stop when at SF General.   Quietist place I have been in but was Saturday before dinner.  Standard looking fare for a buffet like...
Wok & Go,gerZ6D_58MfNvdqGqMyJJg,"Worst to go place ever. I ordered fish fillet with tender greens, bbq spareribs, and fried crab cheese puffs. Wow! Spent $42 on a bunch of shit. No offense...."
Frisco Fried,I198k7wIkK0Xr4r0jco0Og,"Came here for late lunch. Loved my lemon pepper wings. So fresh and went well with the fries. I also got a small mac'n'cheese, it was soooo good, and not..."
Frisco Fried,I198k7wIkK0Xr4r0jco0Og,"I came here last Saturday and it was ok. I'm originally from Southern California so Roscoes and M&M's was my go to place for chicken and great sides. 

I..."
Frisco Fried,I198k7wIkK0Xr4r0jco0Og,"Greens great. 
Mac & cheese not bad...just different.
Chicken not bad...not great. 


Greens sweet...Mac&cheese little peppery..."
New York Tobacco,hV_jaZCa5Tg6ZHB7BE2SbQ,"I went in to buy an e cigarette and the guy sold me incompatible items.

Probably would never go there again now, seemed like they're just there to make a..."
New York Tobacco,hV_jaZCa5Tg6ZHB7BE2SbQ,"Hard to park. Employees are super friendly. Usually a turd on the sidewalk just outside because of the ""folks"" outside that don't have a home. Love the..."
New York Tobacco,hV_jaZCa5Tg6ZHB7BE2SbQ,Great people work here. Very friendly and professional. It would be nice if they had more flavors of Vitamin Water Zero.
Hooters,NDN37Oz4drv_gzxy6AEb2w,"The service is super slow. It's a Friday afternoon with barely any people here. We got out nachos but we are still waiting for our wings. 

The wings are..."
Hooters,NDN37Oz4drv_gzxy6AEb2w,"Hubby is a big wings fan so thought we would try hooters, though I have never liked their demeaning attire. Had hoped in this progress day and age they..."
Hooters,NDN37Oz4drv_gzxy6AEb2w,"It's really way too loud in there.  I suppose I understand that everyone wants to eat wings and watch whatever the hot sporting event is, but, at like 4 in..."
Manna,tr15WgMHIC_W2gqBpuk3-A,"Love their kimchi soup 
#19!!

Owners are super nice

Side dishes are so yummy!!! 

Favorite Korean restaurant 

Their fried chicken was good too.

I'm not..."
Manna,tr15WgMHIC_W2gqBpuk3-A,"Service:  (5 stars) 
I have to say, everyone that attended us was so kind and we felt so warm when we came here. I've always wanted to try this restaurant..."
Manna,tr15WgMHIC_W2gqBpuk3-A,"Mom and I came here for lunch around 12:45pm and there was a short wait. the restaurant has maybe 10 small tables so not so great for large groups.

I..."
Jose Ortega Elementary School,-xxU4fz6W450dfISrYyWzg,"5 Reasons Jose Ortega Elementary School (""JOES"") is a Great School!
Jose Ortega Elementary School
400 Sargent Street
San Francisco, CA 94132

1) The..."
Jose Ortega Elementary School,-xxU4fz6W450dfISrYyWzg,My daughter has been a victim of racial discrimination by a chinese classmate who walked up to her at there water fountain and said she doesn't like black...
Jose Ortega Elementary School,-xxU4fz6W450dfISrYyWzg,"As the parent of a child who attends school here, I have only good things to say about the school. 

Jose Ortega is a wonderful place to learn and grow as a..."
Siam Lotus Thai Cuisine,eG1Rjh12FJuvkBPCKp7O8w,"Great tasting, reasonably priced, and staffed by some of the friendliest people on Haight Street.

This is quickly becoming a regular spot."
Siam Lotus Thai Cuisine,eG1Rjh12FJuvkBPCKp7O8w,I loved Siam Lotus. It's a throwback to old school Thais restaurants from the 1980s and 90s. No money wasted on sophisticated modern furnishings   This is a...
Siam Lotus Thai Cuisine,eG1Rjh12FJuvkBPCKp7O8w,"So.... this owner called me out for ordering take-out orders & using plastic, when she was the one using plastic Tupperware for her takeout food. She did..."
Villa D'este,jiSwbGIdmhuY3Z8DhrtrGA,"Found this place and thought we'd give it a try. I thought the food was really good. Nothing fancy, good prices, authentic taste. It was empty, but we were..."
Villa D'este,jiSwbGIdmhuY3Z8DhrtrGA,Stopped by for dessert. Wifey had tiramisu which seemed wet rather than moist and wasn't good. I had cheesecake and it just was ok nothing special. Our...
Villa D'este,jiSwbGIdmhuY3Z8DhrtrGA,"After years of curiosity, I finally went to Villa D'Este last night with friends and we fell in love! The decor and architecture date back to 1928, when..."
Celia's by the Beach,EFmCwCZ2ZV57HlGrMH2vog,"Celia's is the BOMB!

Not sure what's up with all the one star reviews. $1 tacos for Taco Tuesday, and the tacos are delicious af? Come on, people! Stop..."
Celia's by the Beach,EFmCwCZ2ZV57HlGrMH2vog,If this place were just a bar I would give it 5 stars but it's worth mentioning that the food is really disappointing. I recommend sitting at the bar and...
Celia's by the Beach,EFmCwCZ2ZV57HlGrMH2vog,"Go for the margis and stay for the food! 

Low key, super fun & yummy food. The service here rocks and there's enough room for everyone to be seated fairly..."
Cafe Dolci,tHJQH4je6TrwJxotjHtP_g,I love this little Vietnamese cafe. I have been going to this cafe for about 1 year now and I finally have the time to write this review. This is the best...
Cafe Dolci,tHJQH4je6TrwJxotjHtP_g,"A teeny tiny spot right next to Walgreens.

I can't get OVER how expensive banh mis are in SF.
Paying 8.25$ for a Vietnamese sandwich is BLASPHEMY. But, it..."
Cafe Dolci,tHJQH4je6TrwJxotjHtP_g,I ordered the pork Bahn Mi every day I was in town for a conference. Mai is the young woman at the counter who I think is the owner. Mai came to know my...
Louie's Dim Sum,BuzfrbiSKrnFa4jeuPTp-w,"Yum! Daughter said we HAVE TO try these dumplings. Her best friend from grade school was Chinese and her 
Grandmother made these and she said these tasted..."
