name,id,rating,price
Sunflower Authentic Vietnamese Restaurant,FroRRBJvJHosq8wM7BnmCQ,3.5,$$
B44 Catalan Bistro,9GDwCGORwtpgiQJs3K72JA,3.5,$$
University of San Francisco School of Management,unoQlTrE_JlKWCVGuUFhwQ,3.5,
Peet's Coffee,0BcGpQRuFwGO_WJPK5uWIg,4.0,$
Little Star Pizza,OoyK7MyuPtKOQAXmEmyM5g,4.0,$$
La Quinta Restaurant,1Q8j1RoutUquBr7ynqSa7A,3.5,$
House of Thai,vKBW6SWFrIYXW1kIOFY_Ng,4.0,$$
Doña Tere's Market,TOaVNHNg5-tkzsQrqIGQOw,4.5,$
,,,
DeLise Café,aF4xIPIk7s82SXbYDv4X_g,4.0,$
Shabu House,buv-wKDpSL6Iy4_PM1LyMw,4.0,$$
Mongkok Dim Sum,HL4vi-tSyYvGIex_CsOcNQ,3.0,$
Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,4.0,$$$
Peet's Coffee,GYF3jfnzLp-iz2YTkux_BA,3.5,$
Johnny Foley's,7iuGZ73QExZmZuzH9pgiJg,4.0,$$
Pancho Villa Taqueria,UjjNgzBFAVXF3iVXPVjH_Q,4.0,$
Micado Restaurant,Ye6oSvS6dhNSeK9UjurU_g,3.5,$$
Doc-Fai Wong Martial Arts Center,FtLOsNRtao28BeUq9frO1Q,5.0,
Kukje Super Market,_3AAKZT-6qeCs9VZO6e67Q,4.0,$$
Farm Fresh To You Store,JPrkT8Yc4yv1kJ9vxHophQ,3.0,$$
The Cove on Castro Cafe,V00NCzDBLV9m556XVTvBww,3.5,$$
Camp BBQ,mYFhd8bVCpsdJFRh2tQeEw,4.0,$$
Lolinda,wEpiKz--Z2b1q_FSCCNiow,4.0,$$$
Specialty's Café & Bakery,Q5oIEaKp4ul5UI0zOjOjbg,3.5,$
Kim Son Vietnamese Restaurant,C7e1ZvLk-X3vGmZj5fuUAQ,4.0,$
,,,
United Liquor & Deli,5aJKLiUVcC3FnTYG1Ew9hg,3.0,$$
Henry's Hunan Restaurant,t0nXh1Nj5WIhg2CZDGyktA,4.0,$$
Patxi's Pizza,mMbfBqC3RHiGWGZoY0eWCg,3.5,$$
Java Beach Cafe,7SRJWnPVRxwqke3d82qefw,4.0,$
King's Thai Cuisine #2,DwNUogLFZrKkVhguM5EnLw,3.0,$$
Cafe Rain Tree,5loN2D8cRunVFb-wxMS-FQ,2.5,$
Toast Eatery,Hyjorx4CzbEJGEjaUzenng,3.0,$$
El Super Burrito,-sioS9ySL8ArfUcRagpw7w,3.0,$
Rin's Thai Restaurant,METk5cHv8bBJGxkOosw2fw,4.0,$$
Legion of Honor,J-FkG5x_2Odh61Wnep9cuQ,4.5,
Brazen Head,0PLv5h5eRTG6fuWLpUmf4A,4.0,$$
Peking Wok Restaurant,I2B05NZUgigDU24PtTvlwQ,4.0,$
Publico Urban Taqueria,1V6Yo8yKVrBXSesA0a7txg,3.0,$
McDonald's,DkFrnX11JNgzE8oaEny3Sw,2.0,$
Venice Pizza,_vQZbUY7s373Z17atFNtsg,3.0,$$
Green Island Restaurant,u-obmxevldBOidDYkL8J6w,3.5,$
R&G Lounge,ka1_lat2boQwLMsOCiwGiA,3.5,$$
Golden City Inn Chinese Food,WzcVGXdSKGohhdjurgR3fQ,3.0,$$
B Restaurant & Bar,jfeOjuMf-kaQm5aaJEGWKA,3.5,$$
Tsubasa Sushi,ormG-hRL73C1HELmc_N72g,4.0,$$$
Stonestown Family YMCA,ixZSD76iA5_J8ZoK-qhzTg,3.5,
Philz Coffee,cnjPZ4eI2lHTHIPlbHk9HQ,4.5,$
,,,
Salvation Army Harbor Light Center,wIFBf_DweVVEXk6Pah489g,2.5,
Ryoko's,mydKjdG8gJOcRQ9cZwkQpQ,4.0,$$
Tacolicious,OFLNt6Zcis68TlujtZM-Gw,3.5,$$
Happy Donuts,TFbiAJ2AO8P5Q5HNis7sOw,3.0,$
San Sun,fRoC0-TmKoCdvIlgyeNgRw,3.5,$
Pho Nice Vietnamese Restaurant,Mgk1j_eDT06emCLlgMJrlg,3.0,$
DNA Pizza,ch6WIAsv-q1yJZ2STzGfGg,2.5,$
Little Saigon Deli,tDoc9-aEzqHw-h_dfzOhLw,3.5,$
Green Papaya,Q0YFXP_DyFcvTbw8hGuv7g,3.0,$$
Brothers Pizza,FiECX8M93w3e3AmWchPSAw,3.5,$
Shell,7fRRjCTYAnp4rk7oO9_fGA,2.5,$$
Tempest,qfdWWJCMvoTKI8u7rshm_Q,4.0,$
Firefly Restaurant,i_OkjtKWm02Upc-PlcUrrg,4.0,$$$
Blue Danube Coffee House,7zdRSvbg9zbp5tV9Y_-glQ,4.0,$$
Evergreen Produce Number 2,v_c7Tp26lS_Lba11XWj1Ug,4.5,$$$
The Hook,9rriiRpK0wOOaMPRQ0ws9Q,2.5,$$
,,,
Institute on Aging,gP4pRrShivg98Mjwtp3XLQ,3.5,
Gourmet Carousel,qlA-O6c4-lp092I6kzibUA,3.5,$
EPIC Steak,2DihFta_jZB8aAiL_zjp9A,3.5,$$$
Perry's - Embarcadero,ZfDcbuLBx8-CVtTUjFCQPA,3.5,$$
Wow Naan N Curry,zLvZUKm0eV5O27x4mzg-xw,3.0,$
New Ming's Restaurant,1nzk92bfVUq-NSNsilrmQQ,3.5,$
Fillmore Street Cafe,LP-1AKyY6tFkUvmd1p11-Q,4.0,$
Hong Kong Restaurant,rsDKHzUKpTeaK7aJexWTYQ,4.0,
Cocobang,jBdCBZc7-ab7c2tpoIEWJw,3.5,$$
Balompie Cafe,48jDL_PmclHPRW9txNrSDw,4.0,$
Rocco's Café,8bySDwY9OU-DWaZebUR7vg,4.0,$$
,,,
,,,
Salt House,jk1T4xIb_FH_SsiVng43HA,3.5,$$$
Prospect,0Sh-XNVgGDRwiN4K3UEQJA,4.0,$$$
Hakkasan,dN_v0Lu6xhv0yJcx-M0fpg,4.0,$$$
Star India Restaurant,WKBAkKgeqJ9aCoexvpNUeA,3.5,$$
IT'SUGAR,oCQxicPZU_Ne2VTz76SSAg,3.5,$$
Le Colonial,_ZC_Zvq5DqaPVXIqFzPkBQ,3.5,$$$
La Loma Produce No 7,JFexh9AHdobHpq3yQe0_aQ,3.0,$
Peter Levi Plumbing Heating & Cooling,BCjkITCeWdGd59vu7tMxRw,3.5,
Plouf,mZcxUJOnsKKhEiDaiAfyHg,3.5,$$
,,,
Le Cordon Bleu,xI3Lb4v0VLMc60VKhK3AaQ,2.5,
San Francisco City Hall,_-1JH8QG7YAEN1D4M_j5jQ,4.5,
Superette 128,c2090N1vzkmB2wFjretG-A,3.5,$
House of Prime Rib,oT08T3Vpn1I7jDmrBBRMTw,4.0,$$$
Kokkari Estiatorio,PsY5DMHxa5iNX_nX0T-qPA,4.5,$$$
B55 Craft House & Kitchen,8aL2VvJpL5xeD3-Tb6g0_w,3.0,$$
Richmond New May Wah Supermarket,GOBChLG2VZDk2nK-RftPIA,4.0,$
Katz Bagels,QE03EivHJZ8gbbAvFLMyIw,3.5,$
Pancho's Salsa Bar & Grill,PzbzvmEnn7cs7WmbmlD7ew,3.0,$
KFC,yD0beyvbD-GMp7hfUAqUvw,2.5,$
Fillmore Bakeshop,9OKUEFQiWLntDYhpwCaJcg,4.0,$$
Bamboo Asia,E_7WX-JGYRm2jKEIQzIbAw,3.5,$
Baby Blues BBQ,GGdphTw9TXYGu1HPtNT3BA,3.5,$$
The Rotunda,QhXJqmPoR6jyCf44ck7Sxg,4.0,$$$
Tsing Tao Chinese,TziNBtSNQfRszP5QIJciIg,3.5,$
Garden Bakery,vuYas7gLlshLOWw6GCnKFA,4.0,$
Cafe Madeleine,gBuLECbmaxvxQX9y90EZSA,4.0,$
Pizzetta 211,QOpqNPKpClL48TVVrYobAw,4.5,$$
Vasquez Coffee Company,-8mvLH7dsKaIBCy76kOJgA,4.5,$$
The House,ZoZjbOYR-apY8XvommlNUA,4.5,$$$
Bell Tower,29ys00My-dBVpBDIO58ifw,3.5,$$
Clooney's Pub,L-PBJJvUi_WfrD0uSpR5Jg,3.5,$
Round Table Pizza,HfOv2Z0OyKVw_jt1KnXoag,2.5,$$
Los Panchos,qI4Jix1Ru5YZgF_MalHI1w,4.0,$
,,,
Go Go Market & Deli,CIVTPahdhDgSaaE5TOFYVw,4.0,$
The Slanted Door,ZuhygpLHdwsELMWa3Nbymw,3.5,$$$
TC Pastry,2q1Trf5erXkY6hWyH9tOCw,4.0,$
Yummy Yummy,KCVZ0Z5GQgQxduizQ91O1Q,4.0,$$
Mong Thu Cafe,r-NSN2mrefVCxqkquOWgaA,4.5,$
Chapeau!,L5vSeC_sa3TUQW_lticqyA,4.5,$$$
Chug Pub,rPwB56EQ9JfEo2mN24fqOQ,4.0,$
Whole Foods Market,yQ32-Q3zH1HRZ3E5WAc-oA,3.0,$$$
Mary Elizabeth Inn,pMuwMN-Q183UO5s1zEprbA,2.0,
Hard Knox Cafe,NGIJa15WL41RKgIh9x6RAg,3.5,$$
Safeway,9vPII2WHuIJAf8UeFdrJnA,2.5,$$
YamaSho,BrZ6n1TMCkPfxkF-B09F0Q,3.5,$$
Delicious Dim Sum,Fo5Wscbb9rwcLuaO-sc2zQ,4.0,$
Trader Joe's,RYWmFgmeI8FDIhqlRy8oPA,4.0,$$
The Melt - Embarcadero,nCIHn6NWFaKXDdp6_7sJzw,3.5,$
Julie's Kitchen,C-hNzH_6mY9JwhZfdjx1EA,3.5,$$
de Young,RJ3NiTTSl00iT-Hu0-2ktQ,4.0,
The French Club,uWyXImD7_A9Y28swUVbu2g,5.0,
Gabby,S_QGJ-MZ2kQrSTEcXBq-gw,3.5,$
Lao Table,VdxJdMX53XZYNZvZlr96HA,4.0,$$
Hard Rock Cafe,8fPAYyTxg2jMDYmWUDhasw,2.5,$$
La Fina Estampa,Lr-uGQ8VxaYLEIKTLmA2qQ,4.0,$$
,,,
Goody Goodie Cream & Sugar,KptdS65mEaw53veKwdyaqg,4.0,$
La Traviata,eQHepA7u_mb-0TIb8t8EXQ,4.0,$$
Bernal Star,SWp0QDOsqFT5gDOtuPLjWA,3.5,$$
Working Girls' Cafe,uGzVk45wG2tOjNUzTfH9_g,4.0,$
Pizza Zone N Grill,Y2tRPJxl0nvRJ3BsZUzAkQ,3.0,$
Cafe Tiramisu,deDtn5INFHv8FNYty03hLQ,3.5,$$
Hobee's Restaurant,XWs0Wr2d2MaKokSBYNm0Zw,3.5,$$
Sunset Supermarket,9-Irfu8q-Mm3aEDXY18GbA,3.0,$
La Taqueria,JARsJVKLPgs_yC3cwDnp7g,4.0,$
Heung Yuen Restaurant,NGPpY1rZSuWZ7Sqdi43mCQ,4.0,$
Foreign Cinema,n6L5VIGunR51-D55C-eYeQ,4.0,$$$
Market Mayflower & Deli,mVZtaqqcFWrVV1RBagOKBA,4.5,$$
Cafe Cole,po_SEkDkaDLXkBNY4H6Qaw,3.5,$
Escape From New York Pizza,xak4bC7dZFM9vuEYIJPF0Q,3.5,$
Latte Express,QKGPdnFah6GcD9CmIUzpqQ,3.5,$
Blue Danube Coffee House,7zdRSvbg9zbp5tV9Y_-glQ,4.0,$$
Central Haight Market,f6tOZi2TH59XrdKyJVfvdg,4.5,$$
Whole Foods Market Steep Brew,XOqU8N1laphu1riuzC-c0Q,3.0,$$
City Beer Store,7vqUGG9ZBZKOjOFPs8lEgQ,4.5,$$
New Eritrea Restaurant & Bar,u6AFSw9Hawsjhf7hmFdoSg,4.0,$$
Evergood Sausage Company,lJBrofDzvdgiMupu8IHjOg,3.5,$$
Golden Gate,-LE_5h2zfZVFgesmbL7F5g,3.5,$$
Squat & Gobble,C-FmlwtyYfNJ_47T0xyS1g,3.5,$$
Al Masri,2KpVYd8WcRj11xEpryOL6Q,3.0,$$$
Locanda,43Ca7h2QxO6so8IvRk91FQ,4.0,$$$
Mi Ranchito Produce,UsQkqn6Ke3oW6Ly41X4TVw,3.0,$
Dolhun Clinic,LJlBLaduf7ZzhNwb-RbI7g,4.5,
,,,
The Monk's Kettle,g2ktKLz4rNTi8T5WUEUYuw,4.0,$$
The Grove Fillmore,ugXtAA14p4EoD42zMaF1Xw,3.5,$$
Burger Bar,tjn-0kb7M6DQmaLsQIxO7Q,3.0,$$
Al's Super Cafe,uT8e6x2qzJFoZ9ndi-LLrQ,3.5,$$
Chowder Hut Fresh Grill,oH8OAKa-pPVo0qPN248Yxg,3.0,$$
Nabila's Naturals,YvZqHLRq-B_f0pu0cUIbTw,4.0,$$
Sweethut,dViv_h32FR56owNtH6N0fg,3.5,$
Mara's Italian Pastry,eBwXYcyh_4C4xiKYCy1ygw,3.5,$
Pier Market Seafood Restaurant,HaAb_L9zVNLjJwrBkSf_Vw,4.0,$$
Prather Ranch Meat Company,MnM4VndsvpA0INfHC3b9PQ,4.0,$$
Bravo Pizza,JU3t0Bae1G4p4NVM0sS0Xg,4.0,$$
Thai Time Restaurant,bHQzZz8E6PMs5WWXoaVWlQ,4.0,$
Oddjob,bgnZC-F8_GafxM9xbsLvcA,4.0,$$
Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,4.0,$$$
Colibri Mexican Bistro,u30abI5AtOKAddJRxUfZTg,4.0,$$
Capannina,HWWXRD3KWJRB-WBuXX9RKQ,4.0,$$$
Punjab Kabab House,fb49tiO6Ax-D3E-mKJrH_w,3.5,$
,,,
Kin Khao,kqk5BoCJU59MC9fH0IB4wQ,4.0,$$
Deja Vu Pizza and Pasta,5-B4VF38j-cba9rFtzcmFw,3.5,$
Adelita's Cakes Con Sabores Nicaraguense,TYcPZVwTeLDXL27FTu3nhg,3.0,$
San Francisco Unified School District,8Un554BXzovLziuOBRMivQ,5.0,
You See Sushi,8ed5eduh4zdLGn_y4cCLWA,3.5,$
Original Buffalo Wings,KFvymNR6xPbWJPrjtM5tlg,3.0,$$
Hing Wang Bakery,Kv1ighcDyBuT7BPVKqn7BQ,3.5,$
Ayola - New Montgomery,S3P5F0j-KfPQpXZQNuMIvw,4.0,$
Trader Joe's,YfCDZdvVnqw1n_qP6U9BOQ,4.0,$$
Good Orchard Bakery,CZSKlf9kavFr6gYc_UYxVQ,3.5,$
Schubert's Bakery,DyXoC_NhJW0Xx5j_OPQRHQ,4.5,$$
Viking's Giant Submarines,bgoSfVaZFXDthHLbWxyeQw,4.0,$
Jimmy John's,fu8HgS4F3TWBjXICHFFXaA,3.5,$
Berkeley Bowl Marketplace,Fr0AZR3S8hUMCFC3mzRDkw,4.0,$$
,,,
Bay Club SF Tennis,fULRa8In2tfUzimRsYmXPA,4.0,
Lincoln Park Bar & Grill,XxMbFqq3peQsmQtEnjzfrg,5.0,
Suppenküche,DGyoVB9PdI9_jw0CNi_OPg,4.0,$$
The Brick Yard,x82zxsz3Kgsf45fCiCGZ0A,3.5,$$
China Fun Express,foGe0ZZgkviDZcNUH0N70w,3.0,$
Piccadilly Fish & Chips,haF3hGlqzeLYmNJ-0cq5yA,3.5,$
OTD,L5IUpy5mivDyUuwgKcLh7g,3.5,$$
,,,
Seafood Center,WZxmvQEo8LL-AUChoj8XNg,4.5,$$
Hunan Cafe 2,3iEHqnB-kwsZqRNea3US_w,4.0,$
Emmy's Restaurant,pXV02Lj-jWt6rgHRQzJmqA,3.0,$
Sarku Japan,_Biu9UkF2PRH6LOYZUVD3g,3.0,$
Ghirardelli Chocolate,np4oQfgc8T398MqErvblrw,4.0,$$
Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,4.0,$$
The Warfield,4wCKjfkgryq7mpJOU9ppNA,3.5,$$
Marina Submarine,c1uPQc6ylqB4Pj-KYB8cpw,4.0,$
Cha-Am,5ZIFE2VvL8iH3apK-eNI6w,3.0,$$
Muddy Waters Coffee House,oFBA0gy9tyD89lmlLmb-Og,3.0,$
Cafe Bean,8me3E8m_LxwSuf_BZKNqjQ,4.0,$
R Image Market,kJaPHcK6_PUX215ecm_1VQ,4.5,$
Mango Medley,Ad-tBph_1318oUocDbrrTQ,3.0,$$
Courtyard by Marriott San Francisco Downtown,DiGF0Ci7ncPR6b-Wwap5Qw,3.5,$$
Mr Holmes Bakehouse,9lX1QuC6GBj7WyKImHkRRw,4.0,$$
Pizzelle di North Beach,-XX9a_wnlLFlMnX5xozJBA,3.5,$
Shell,A9kHuze2XUydEMY8zX4Rlg,3.5,
Taqueria Cancún,g0VCHer2uE5NLOEdblZuSw,4.0,$
,,,
,,,
,,,
Village Market,tYKNpQ5pjYHW7DARwPr9bA,4.0,$$$
5A5 Steak Lounge,Q8cYhJGa9pwlu63f-KMV-A,4.0,$$$
Firenze by Night Ristorante,GJ0eh6qBV0NjVwmPQUkHXQ,4.0,$$
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,4.5,$$$
Cafe X Metreon,eVShBi46nTGydnr-9T0RNQ,4.5,$
El Dorado Market,LgYAs8X3oHPIa9N71iejgQ,4.0,
Tawan's Thai Food,ZX5XUU9z1nmoUyiuPtjSLg,4.0,$$
Howard Street Coffee Roastery,TykrtPTAlPO5k9qaaCBj4A,4.0,$
Oscar's Burger Deli,r-PpGYg8rLP9ymV5Om_w7g,4.0,$
Fresca,N8UKBS_TejP5HUmtYhNslA,3.5,$$
Basil Canteen,T2rwEQ48yjxLlXJ6uzdmzQ,4.0,$$
Mini Bar SF,_lUJj85G9T1CunvFba9_Uw,4.0,$$
Mochill Mochi Donut,Nh7YDXWeMocrsk3E6sVzfQ,4.5,
Bow Hon Restaurant,AtU4bqmaF5Aw3zc1_n68Kg,3.0,$$
Pebbles Cafe,_zu83bXlHo-76rawc_E8gw,4.0,$
Starbelly,J7_-faNq_Ag9qTOlDn81Pw,4.0,$$
Happy Shabu Shabu,2Tghf3Jcnr69rWdgljqonQ,3.5,$$
AAA Construction & Design,P_5W3AYSvOQ0znUV3ETzVQ,5.0,
Amazon Go,HSG7dM_VQ4hp-W2QShYTNw,4.0,$$
AFC Sushi In Safeway,0zJjxGaBobe9vX0OZFHSUQ,3.0,
Amasia Hide's Sushi Bar,cxwUE8vfZDFFvUwq1J_M3w,4.0,$$
La Espiga De Oro,DsbnNmsNgr8TAqfcZZGKkg,4.5,$
Commodore Sloat Elementary School,OF4u17la_rqaT952EmdLjg,3.5,
Shanghai House,Q25GDNRvf4dKzgwWli2oCg,3.5,$$
The Little Chihuahua,7rUZnmRVyCpq4TrB9Brsiw,4.0,$$
The Kezar Pub,bENuHq5nDdvSEDsIxSBnQA,4.0,$$
G & L Bakery & Restaurant,I_HROMlTfLb01M5R_qafyA,4.0,$
1608 Bistro,knave3dNTGb-EmczwnmBVQ,4.0,$$
Bread and Cocoa,lMipM9xXR3amL-VzSFfKBg,3.5,$
,,,
Princess Bakery,pG1pVDg_Krjx2-4OBb8m1Q,4.0,$
Broken Record,QCQ3WN7hd9xMPs2_ycHa_A,4.0,$
Presidio Golf & Concordia Club,6hzPnE3q8Dl0Kmsy5c3YXg,4.0,
Radman's Produce Market,pgy1BYdzUgXTFDvzv8xk2Q,4.0,$
Halu,j7ZO28rAdTVlQdE2zJSSTA,4.0,$$
Laureate,11xyVVjyLyf3JLcxNZXiuQ,4.0,
Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,4.5,$$
Park Tavern,4-pWX0F9mi_VlN1IAxweSQ,4.0,$$$
Silver Cafe,HRtIqCMnPuDqAZOwWp0NXg,4.0,$
Jones,NG0P6XWKug_ueCM3UV8Tdw,3.5,$$
Silver Crest Donut Shop,oqJgvaszapDJ5HMdG9Q2Lw,3.0,$$
Teds Market & Deli,2b4YW6ZKXq45TfZA53_zXg,4.5,$
,,,
Taqueria San Jose,r0N9vb7G4Us8HEG20v4NkA,3.5,$
Saiwaii Ramen,7Cl-sZlymEjhxm0MJTR7nw,3.5,$$
Liguria Bakery,CfU_8BIc6SX7lhDYAB9Xkw,4.5,$
Crustacean,BahDyzswTsdaSa8jnOaK-A,3.5,$$$
Lou's Cafe,IJk76B-pTta_klpAZcpQdA,4.5,$$
Subway,YEdxEDRcGOPmjU5l2dvcAQ,1.5,$
Hawaiian Drive Inn,HBoimLjD4YBuY2pmwpQkWA,3.5,$
Wonderful Dessert & Cafe,xji2vmCj8kqsbA_cvd5hvw,4.0,$
Ten-Ichi,T1DIDe7MdSdPOpPT_VJzpw,3.5,$$
Pacific Supermarket,ljkEyd45R-hQ0dOtcn_6jg,2.5,$
AFC Sushi In Safeway,0zJjxGaBobe9vX0OZFHSUQ,3.0,
The Grand,_2e7KMszUpNP_jHS--pBaQ,2.5,$$
Mission Beach Cafe,_2EHMIdoYeWgsuAiWydjYQ,4.0,$$
Sam's Liquor,Ivv944mjH44SjyS1GFr8dw,3.0,$$
The Sentinel,kEhq0qT_JFxgeh-pCS4lPA,4.0,$
Slim's,FrQ3dMKHOHNk5T56cKVKpw,3.5,$$
Marshall Elementary School,QIJ220ImsRmRY7tEE3Bq1g,5.0,
Napoli Market,yFhtCaFgzgZNq7TKCPz25w,4.0,$
L's Caffe,tE1iZfdyB6UwqupnQ5a1Gw,4.5,$
DOSA on Fillmore,U1TgSEKZwgdTftTOxCtFOQ,4.0,$$$
Presidio Middle School,lLwTC6eOWJGhEsUI2KnN_w,4.0,
Mi Tierra Market,vCYqrUfasID2Hg3BTMbFxg,3.5,$
Bluestone Lane,IEfTo6SfKXlyNiLGqpdeww,4.5,
The Crepe Cafe,s7VsjJqJfI_67zIg6vopeQ,3.5,$
TPC Harding Park,Ij8oBMowgtRFLFNyEr1QUw,3.5,
El Faro,PWMCrnb2ZBzJFlK5fQuVag,2.5,$
Pica Pica Arepa Kitchen,_Iupdt0IslH_jU8zkKcWLA,4.0,$$
The Tipsy Pig,lbH9iQJM4wwgPQI2RL1oPg,3.5,$$
Hollywood Food Center,fkXwYvlDeUhyGYmlnF5VMw,2.5,$$$
La Vie Vietnamese Restaurant,OU_Ld8rlL1eWeW5V_L6CCA,3.5,$$
Saints Peter and Paul School,4Xr3nUKymeOA8Sltyqp7UQ,5.0,
,,,
Tenderloin Elementary School,yTV5nW4NKIDDNWTXCKz0TQ,1.0,
Café de la Presse,i01yAevi-3E9AhymV8hqgA,3.5,$$
Wild Pepper,vVK9jI-AzEr-CVCMMnv7pg,3.5,$$
Dinosaurs,yC5ATYRQah7MjeTiRsGcvA,4.0,$
San Jalisco,_mWCUrUZf_ytJj2N87On2Q,4.0,$$
Coming Home Hospice Residence,DQEIBlDKA9cvU10i8dwdZw,4.5,
Oola Restaurant & Bar,xQip7O-KABOtzBb-an4MIw,3.5,$$
Sunflower Vietnamese Restaurant,navhLJGog28RbtX8Omkf0Q,3.5,$$
Public House,wKa_E1SnjQxxEGBD4Opcvw,3.5,$$
Little Delhi,Qr0dBKxCtWWUr9bJ74aWQA,4.0,$$
Viking's Giant Submarines,IXgziwhZ-ClzW6mGLuBpsw,4.0,$
San Francisco Public Montessori,o1jJBQM_vUGqORdT5b-xGg,4.0,
Panda Express,rBwaN3XeaCQGUH1RLgo0tQ,3.0,$
Sakana Bune Japanese Restaurant,JdHEVcbbZjr4GR2m-69-yA,3.5,$$
Chava's Restaurant,hkqph_Rn9-_4TzGNJLIpzw,4.0,$$
Nihon Whisky Lounge,vOjAWfhzLaXHa1v5cGnuIQ,3.5,$$$
La Santaneca De La Mission,a65f7jC8nGBZfmW31EtHbg,4.0,$$
Mendelsohn House,lFqlIv7Q6fVeBjkMMnzDVQ,4.0,
Tricolore Caffe & Catering,F7cpHf8ovSaZhQSTRQAVkw,4.0,$
Clement BBQ,MKGPb57KYoj11x0t7r5HGw,4.0,$
Kings Bakery Cafe,huk7njvrDyP8ZBxW9Kk19A,4.0,$
Sri Thai,lOSf40Yd3s29fY5bj72IOw,4.0,$$
Canyon Market,H39BoDMLpgiYNvoidKFDCw,4.0,$$$
Martha & Bros Coffee Company,PpJP04qfX_UxhFCwt0lwzA,4.0,$
Cafe Madeleine,-TOGNJ-MrC8KWgoZeAE0GQ,4.0,$
The Grove - Hayes,tDeen4APIeKtDHPWiPFHdw,3.5,$$
Sheng Kee Bakery,pWVSjwLLjclFGWmhkqsWLw,3.5,$
Biergarten,GfeaoeKtZh-57SFWgjPqnw,4.0,$$
Golden Gate Dim Sum,s60VG68VDe6PZBuW3958zQ,2.5,$$
La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,3.5,$
Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,3.5,$
Truly Mediterranean,0QydZwQebF1b36i9OwHppA,4.0,$
Herbert Hoover Middle School,TRFftDlWHbKBIfFUpZWAoA,3.0,
Turtle Tower,ARCkIwkAiSRYp9jlkcIUKA,3.5,$$
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,4.0,$$
Las Tinajas Restaurant,PmmrgKphGJfpeTqt-65AAg,4.0,$$
Local Diner,_7yo9CjgkbtasXqoQ6lM6Q,4.0,$
Day Darmet Catering,a215yTGhEJdoOgkMWNVhWg,4.5,
Bazille at Nordstrom,X-1IAQarpJw0pjG834USOw,3.5,$$
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,4.0,$
Spices,Rc8CGVjeE9eB3KZzcsKlCQ,4.0,$$
Happy Chinese Restaurant,mMhkpTh7RkxKgDrnWPSgcA,3.0,$
San Francisco Day School,rQRFSFBDatSo0h1Jo5Xm_w,4.0,
Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,3.5,$
Restaurante Familiar,Irzn8SThab39vigvKXjMzA,3.5,$
The Jelly Donut,np1YpFt9GfX-umR1ZKx_uA,4.5,$
5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,3.0,$
Radio Africa Kitchen,TofRTCAfrXcvf7BYx0tqkQ,4.5,$$
Lucky Pork Market,owPjvZTtjBaiwyiaCuRHgw,4.0,$
Hawaii West,oyPIyq3JUzvyzE-csu75Ug,3.5,$
Hai Ky Noodles,wCf2GGyEOkaSFE0xCYpgOA,4.5,$
Subway,FlKDJ8wmGQv3p0CjSWxWIg,2.0,$
Nob Hill Cafe,yNMCITEPGh6cgqd6VDfQOg,4.0,$$
Pat's Cafe,gg--F2Z-X2Qh1fkkm1ODHA,4.0,$$
The Good Life Grocery,anJFkvmCMYkXZZcPvGDI6Q,4.5,$$
Jay's Cheesesteak,mH4Odw-22ZdS4UMh04a3wg,4.0,$
Sweet Delight Bakery,hPz83m43JzMUzgAoE3SgzA,4.0,$
Focaccia Market & Bakery,NfZKuDovZOIbCLZJGt4m2w,3.5,$
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,3.5,$$
Katherine Delmar Burke School,IlNBmx-iB7y_rljUhBLgHQ,3.5,
La Oaxaqueña,KKBBekDW-TQK8tam_6dn7w,4.0,$
Subway,V3nsp9TkBjOwnIpTJ9nV3w,3.5,$
Belmar - La Gallinita Meat Market,0bOTdcDSINp0no-key6qaw,4.5,$
Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,4.0,$
Sanraku,cjfJOMF6hpE7bX0ESWdAEg,4.0,$$
Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,3.5,$$
Mission Dolores Academy,g_KkVWuIs3QDwnjHRCLN4g,4.0,
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,4.0,$$
Wok & Go,gerZ6D_58MfNvdqGqMyJJg,3.0,$
Frisco Fried,I198k7wIkK0Xr4r0jco0Og,4.0,$$
New York Tobacco,hV_jaZCa5Tg6ZHB7BE2SbQ,3.5,$
Hooters,NDN37Oz4drv_gzxy6AEb2w,2.5,$$
Manna,tr15WgMHIC_W2gqBpuk3-A,4.0,$$
Jose Ortega Elementary School,-xxU4fz6W450dfISrYyWzg,4.5,
Siam Lotus Thai Cuisine,eG1Rjh12FJuvkBPCKp7O8w,4.0,$$
