name,id,rating,price,review_rating,review_sentiment
Firenze by Night Ristorante,GJ0eh6qBV0NjVwmPQUkHXQ,4.0,$$,5.0,0.15225694444444446
Bi-Rite Market,H3LVKSUbbUFqlTuxDKerAg,4.5,$$$,4.666666666666667,-0.06833333333333334
Cafe X Metreon,eVShBi46nTGydnr-9T0RNQ,4.5,$,4.0,0.19728084415584415
El Dorado Market,LgYAs8X3oHPIa9N71iejgQ,4.0,,4.0,0.03333333333333333
Tawan's Thai Food,ZX5XUU9z1nmoUyiuPtjSLg,4.0,$$,4.0,0.1864197530864197
Howard Street Coffee Roastery,TykrtPTAlPO5k9qaaCBj4A,4.0,$,3.6666666666666665,0.16281944444444443
Oscar's Burger Deli,r-PpGYg8rLP9ymV5Om_w7g,4.0,$,4.333333333333333,0.584861111111111
Fresca,N8UKBS_TejP5HUmtYhNslA,3.5,$$,3.6666666666666665,0.042083333333333334
Basil Canteen,T2rwEQ48yjxLlXJ6uzdmzQ,4.0,$$,3.3333333333333335,0.3444444444444444
Mini Bar SF,_lUJj85G9T1CunvFba9_Uw,4.0,$$,4.0,0.25
Mochill Mochi Donut,Nh7YDXWeMocrsk3E6sVzfQ,4.5,,4.666666666666667,0.05102513227513226
Bow Hon Restaurant,AtU4bqmaF5Aw3zc1_n68Kg,3.0,$$,3.6666666666666665,0.28998015873015875
Pebbles Cafe,_zu83bXlHo-76rawc_E8gw,4.0,$,4.333333333333333,0.21638888888888888
Starbelly,J7_-faNq_Ag9qTOlDn81Pw,4.0,$$,2.3333333333333335,-0.04375000000000001
Happy Shabu Shabu,2Tghf3Jcnr69rWdgljqonQ,3.5,$$,3.6666666666666665,0.40015873015873016
AAA Construction & Design,P_5W3AYSvOQ0znUV3ETzVQ,5.0,,5.0,0.36553030303030304
Amazon Go,HSG7dM_VQ4hp-W2QShYTNw,4.0,$$,3.3333333333333335,0.2263888888888889
AFC Sushi In Safeway,0zJjxGaBobe9vX0OZFHSUQ,3.0,,3.0,0.007500000000000007
Amasia Hide's Sushi Bar,cxwUE8vfZDFFvUwq1J_M3w,4.0,$$,4.666666666666667,0.24123376623376622
La Espiga De Oro,DsbnNmsNgr8TAqfcZZGKkg,4.5,$,4.333333333333333,0.31666666666666665
Commodore Sloat Elementary School,OF4u17la_rqaT952EmdLjg,3.5,,1.6666666666666667,0.3244444444444445
Shanghai House,Q25GDNRvf4dKzgwWli2oCg,3.5,$$,3.6666666666666665,0.24166666666666667
The Little Chihuahua,7rUZnmRVyCpq4TrB9Brsiw,4.0,$$,3.0,0.2231666666666667
The Kezar Pub,bENuHq5nDdvSEDsIxSBnQA,4.0,$$,3.6666666666666665,0.01018518518518515
G & L Bakery & Restaurant,I_HROMlTfLb01M5R_qafyA,4.0,$,4.333333333333333,0.3311111111111111
1608 Bistro,knave3dNTGb-EmczwnmBVQ,4.0,$$,4.0,0.37222222222222223
Bread and Cocoa,lMipM9xXR3amL-VzSFfKBg,3.5,$,3.3333333333333335,0.08116605616605616
Princess Bakery,pG1pVDg_Krjx2-4OBb8m1Q,4.0,$,4.333333333333333,0.01638888888888888
Broken Record,QCQ3WN7hd9xMPs2_ycHa_A,4.0,$,2.3333333333333335,0.109375
Presidio Golf & Concordia Club,6hzPnE3q8Dl0Kmsy5c3YXg,4.0,,5.0,0.16757936507936508
Radman's Produce Market,pgy1BYdzUgXTFDvzv8xk2Q,4.0,$,3.0,0.3633333333333333
Halu,j7ZO28rAdTVlQdE2zJSSTA,4.0,$$,4.333333333333333,-0.028499999999999987
Laureate,11xyVVjyLyf3JLcxNZXiuQ,4.0,,4.0,0.08972222222222222
Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,4.5,$$,4.0,0.24111111111111114
Park Tavern,4-pWX0F9mi_VlN1IAxweSQ,4.0,$$$,4.0,0.2818253968253968
Silver Cafe,HRtIqCMnPuDqAZOwWp0NXg,4.0,$,4.666666666666667,0.23564393939393943
Jones,NG0P6XWKug_ueCM3UV8Tdw,3.5,$$,5.0,0.48333333333333334
Silver Crest Donut Shop,oqJgvaszapDJ5HMdG9Q2Lw,3.0,$$,3.6666666666666665,0.04625472411186698
Teds Market & Deli,2b4YW6ZKXq45TfZA53_zXg,4.5,$,4.333333333333333,0.2075757575757576
Taqueria San Jose,r0N9vb7G4Us8HEG20v4NkA,3.5,$,4.666666666666667,0.5159722222222222
Saiwaii Ramen,7Cl-sZlymEjhxm0MJTR7nw,3.5,$$,3.3333333333333335,0.12577160493827158
Liguria Bakery,CfU_8BIc6SX7lhDYAB9Xkw,4.5,$,5.0,0.41631944444444446
Crustacean,BahDyzswTsdaSa8jnOaK-A,3.5,$$$,4.666666666666667,0.2088888888888889
Lou's Cafe,IJk76B-pTta_klpAZcpQdA,4.5,$$,4.333333333333333,0.34717592592592594
Subway,YEdxEDRcGOPmjU5l2dvcAQ,1.5,$,1.6666666666666667,-0.08422619047619047
Hawaiian Drive Inn,HBoimLjD4YBuY2pmwpQkWA,3.5,$,4.0,0.2561111111111111
Wonderful Dessert & Cafe,xji2vmCj8kqsbA_cvd5hvw,4.0,$,5.0,0.3812962962962963
Ten-Ichi,T1DIDe7MdSdPOpPT_VJzpw,3.5,$$,4.666666666666667,0.295
Pacific Supermarket,ljkEyd45R-hQ0dOtcn_6jg,2.5,$,3.3333333333333335,0.037500000000000006
AFC Sushi In Safeway,0zJjxGaBobe9vX0OZFHSUQ,3.0,,3.0,0.007500000000000007
The Grand,_2e7KMszUpNP_jHS--pBaQ,2.5,$$,2.0,0.035416666666666666
Mission Beach Cafe,_2EHMIdoYeWgsuAiWydjYQ,4.0,$$,3.6666666666666665,0.33888888888888885
Sam's Liquor,Ivv944mjH44SjyS1GFr8dw,3.0,$$,3.3333333333333335,-0.11765873015873014
The Sentinel,kEhq0qT_JFxgeh-pCS4lPA,4.0,$,4.666666666666667,0.45092592592592595
Slim's,FrQ3dMKHOHNk5T56cKVKpw,3.5,$$,2.6666666666666665,0.22916666666666666
Marshall Elementary School,QIJ220ImsRmRY7tEE3Bq1g,5.0,,5.0,0.024999999999999994
Napoli Market,yFhtCaFgzgZNq7TKCPz25w,4.0,$,2.3333333333333335,0.0
L's Caffe,tE1iZfdyB6UwqupnQ5a1Gw,4.5,$,4.333333333333333,0.28492063492063496
DOSA on Fillmore,U1TgSEKZwgdTftTOxCtFOQ,4.0,$$$,3.3333333333333335,0.2902777777777778
Presidio Middle School,lLwTC6eOWJGhEsUI2KnN_w,4.0,,2.6666666666666665,-0.2388888888888889
Mi Tierra Market,vCYqrUfasID2Hg3BTMbFxg,3.5,$,4.0,0.21874999999999997
Bluestone Lane,IEfTo6SfKXlyNiLGqpdeww,4.5,,3.0,-0.08479166666666667
The Crepe Cafe,s7VsjJqJfI_67zIg6vopeQ,3.5,$,3.6666666666666665,0.2587797619047619
TPC Harding Park,Ij8oBMowgtRFLFNyEr1QUw,3.5,,4.333333333333333,0.050555555555555555
El Faro,PWMCrnb2ZBzJFlK5fQuVag,2.5,$,3.0,0.07777777777777777
Pica Pica Arepa Kitchen,_Iupdt0IslH_jU8zkKcWLA,4.0,$$,3.6666666666666665,-0.003209876543209885
The Tipsy Pig,lbH9iQJM4wwgPQI2RL1oPg,3.5,$$,4.0,0.2760416666666667
Hollywood Food Center,fkXwYvlDeUhyGYmlnF5VMw,2.5,$$$,2.6666666666666665,0.06075396825396825
La Vie Vietnamese Restaurant,OU_Ld8rlL1eWeW5V_L6CCA,3.5,$$,4.666666666666667,0.3491025641025641
Saints Peter and Paul School,4Xr3nUKymeOA8Sltyqp7UQ,5.0,,5.0,0.5750000000000001
Tenderloin Elementary School,yTV5nW4NKIDDNWTXCKz0TQ,1.0,,1.0,0.25
Café de la Presse,i01yAevi-3E9AhymV8hqgA,3.5,$$,2.6666666666666665,0.08452380952380949
Wild Pepper,vVK9jI-AzEr-CVCMMnv7pg,3.5,$$,2.3333333333333335,0.030555555555555575
Dinosaurs,yC5ATYRQah7MjeTiRsGcvA,4.0,$,4.0,0.29658730158730157
San Jalisco,_mWCUrUZf_ytJj2N87On2Q,4.0,$$,4.333333333333333,0.2866666666666667
Coming Home Hospice Residence,DQEIBlDKA9cvU10i8dwdZw,4.5,,5.0,0.32761904761904764
Oola Restaurant & Bar,xQip7O-KABOtzBb-an4MIw,3.5,$$,2.3333333333333335,0.2272727272727273
Sunflower Vietnamese Restaurant,navhLJGog28RbtX8Omkf0Q,3.5,$$,2.3333333333333335,0.3833333333333333
Public House,wKa_E1SnjQxxEGBD4Opcvw,3.5,$$,3.3333333333333335,-0.12967498110355255
Little Delhi,Qr0dBKxCtWWUr9bJ74aWQA,4.0,$$,4.333333333333333,0.27055555555555555
Viking's Giant Submarines,IXgziwhZ-ClzW6mGLuBpsw,4.0,$,4.333333333333333,0.1711111111111111
San Francisco Public Montessori,o1jJBQM_vUGqORdT5b-xGg,4.0,,5.0,0.2444444444444445
Panda Express,rBwaN3XeaCQGUH1RLgo0tQ,3.0,$,1.6666666666666667,-0.007407407407407381
Sakana Bune Japanese Restaurant,JdHEVcbbZjr4GR2m-69-yA,3.5,$$,4.333333333333333,0.3138020833333333
Chava's Restaurant,hkqph_Rn9-_4TzGNJLIpzw,4.0,$$,4.333333333333333,0.18718253968253964
Nihon Whisky Lounge,vOjAWfhzLaXHa1v5cGnuIQ,3.5,$$$,3.6666666666666665,0.3183207258597884
La Santaneca De La Mission,a65f7jC8nGBZfmW31EtHbg,4.0,$$,3.6666666666666665,0.05582451499118166
Mendelsohn House,lFqlIv7Q6fVeBjkMMnzDVQ,4.0,,4.0,0.4055555555555556
Tricolore Caffe & Catering,F7cpHf8ovSaZhQSTRQAVkw,4.0,$,4.0,0.11333333333333333
Clement BBQ,MKGPb57KYoj11x0t7r5HGw,4.0,$,4.333333333333333,0.17333333333333334
Kings Bakery Cafe,huk7njvrDyP8ZBxW9Kk19A,4.0,$,4.666666666666667,0.2569444444444445
Sri Thai,lOSf40Yd3s29fY5bj72IOw,4.0,$$,2.3333333333333335,0.3722222222222223
Canyon Market,H39BoDMLpgiYNvoidKFDCw,4.0,$$$,3.3333333333333335,0.3138888888888889
Martha & Bros Coffee Company,PpJP04qfX_UxhFCwt0lwzA,4.0,$,3.6666666666666665,0.11921296296296295
Cafe Madeleine,-TOGNJ-MrC8KWgoZeAE0GQ,4.0,$,4.333333333333333,0.3381283068783068
The Grove - Hayes,tDeen4APIeKtDHPWiPFHdw,3.5,$$,3.0,0.2203703703703704
Sheng Kee Bakery,pWVSjwLLjclFGWmhkqsWLw,3.5,$,2.3333333333333335,-0.18083333333333332
Biergarten,GfeaoeKtZh-57SFWgjPqnw,4.0,$$,3.6666666666666665,0.3716049382716049
Golden Gate Dim Sum,s60VG68VDe6PZBuW3958zQ,2.5,$$,3.0,0.11638888888888889
La Reyna Bakery & Coffee Shop,2thSrTzEiazW3R1ndqvErw,3.5,$,3.6666666666666665,0.3406944444444444
Ma's Dimsum & Cafe,mnpBIXtI8f1_My6v7sXfYA,3.5,$,3.3333333333333335,-0.26031746031746034
Truly Mediterranean,0QydZwQebF1b36i9OwHppA,4.0,$,5.0,0.3287037037037037
Herbert Hoover Middle School,TRFftDlWHbKBIfFUpZWAoA,3.0,,2.3333333333333335,0.24666666666666673
Turtle Tower,ARCkIwkAiSRYp9jlkcIUKA,3.5,$$,2.3333333333333335,-0.06666666666666664
Rosamunde Sausage Grill,J-gFvT4B5UoZgoEOAmxNxw,4.0,$$,5.0,0.24
Las Tinajas Restaurant,PmmrgKphGJfpeTqt-65AAg,4.0,$$,4.0,0.40883838383838383
Local Diner,_7yo9CjgkbtasXqoQ6lM6Q,4.0,$,4.666666666666667,0.19047619047619047
Day Darmet Catering,a215yTGhEJdoOgkMWNVhWg,4.5,,3.6666666666666665,0.15925925925925927
Bazille at Nordstrom,X-1IAQarpJw0pjG834USOw,3.5,$$,3.6666666666666665,0.16948941798941797
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,4.0,$,3.0,0.19916666666666663
Spices,Rc8CGVjeE9eB3KZzcsKlCQ,4.0,$$,2.0,-0.06481481481481481
Happy Chinese Restaurant,mMhkpTh7RkxKgDrnWPSgcA,3.0,$,3.0,0.02777777777777779
San Francisco Day School,rQRFSFBDatSo0h1Jo5Xm_w,4.0,,4.666666666666667,0.31962962962962965
Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,3.5,$,2.6666666666666665,0.21805555555555556
Restaurante Familiar,Irzn8SThab39vigvKXjMzA,3.5,$,4.0,0.25604166666666667
The Jelly Donut,np1YpFt9GfX-umR1ZKx_uA,4.5,$,4.0,0.28793650793650793
5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,3.0,$,3.3333333333333335,0.3446969696969697
Radio Africa Kitchen,TofRTCAfrXcvf7BYx0tqkQ,4.5,$$,5.0,0.3034722222222222
Lucky Pork Market,owPjvZTtjBaiwyiaCuRHgw,4.0,$,3.3333333333333335,0.3150925925925926
Hawaii West,oyPIyq3JUzvyzE-csu75Ug,3.5,$,3.6666666666666665,0.032539682539682556
Hai Ky Noodles,wCf2GGyEOkaSFE0xCYpgOA,4.5,$,4.666666666666667,0.07999999999999997
Subway,FlKDJ8wmGQv3p0CjSWxWIg,2.0,$,2.0,-0.24583333333333332
Nob Hill Cafe,yNMCITEPGh6cgqd6VDfQOg,4.0,$$,4.0,0.09314273689273689
Pat's Cafe,gg--F2Z-X2Qh1fkkm1ODHA,4.0,$$,3.6666666666666665,0.5248214285714285
The Good Life Grocery,anJFkvmCMYkXZZcPvGDI6Q,4.5,$$,4.333333333333333,0.1262037037037037
Jay's Cheesesteak,mH4Odw-22ZdS4UMh04a3wg,4.0,$,4.0,0.1165972222222222
Sweet Delight Bakery,hPz83m43JzMUzgAoE3SgzA,4.0,$,4.333333333333333,0.19999999999999998
Focaccia Market & Bakery,NfZKuDovZOIbCLZJGt4m2w,3.5,$,2.6666666666666665,-0.12222222222222219
City View Restaurant,Q7_LfqaY3TrDaSIr7lk1TQ,3.5,$$,4.333333333333333,0.3233333333333333
Katherine Delmar Burke School,IlNBmx-iB7y_rljUhBLgHQ,3.5,,3.6666666666666665,0.13333333333333333
La Oaxaqueña,KKBBekDW-TQK8tam_6dn7w,4.0,$,5.0,0.07500000000000001
Subway,V3nsp9TkBjOwnIpTJ9nV3w,3.5,$,2.3333333333333335,-0.0626984126984127
Belmar - La Gallinita Meat Market,0bOTdcDSINp0no-key6qaw,4.5,$,4.666666666666667,0.4124242424242424
Hiep-Thanh Market,bfYjUpsHSxGUl6FVGx4n1Q,4.0,$,4.0,0.014736652236652234
Sanraku,cjfJOMF6hpE7bX0ESWdAEg,4.0,$$,4.666666666666667,0.3763888888888889
Axum Cafe,jCmjZVgJSoRBSNlsGh4qBQ,3.5,$$,3.6666666666666665,0.020000000000000018
Mission Dolores Academy,g_KkVWuIs3QDwnjHRCLN4g,4.0,,4.0,0.07500000000000001
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,4.0,$$,3.3333333333333335,-0.03842592592592594
Wok & Go,gerZ6D_58MfNvdqGqMyJJg,3.0,$,3.0,-0.03125000000000002
Frisco Fried,I198k7wIkK0Xr4r0jco0Og,4.0,$$,3.3333333333333335,0.17597222222222222
New York Tobacco,hV_jaZCa5Tg6ZHB7BE2SbQ,3.5,$,3.0,0.1975793650793651
Hooters,NDN37Oz4drv_gzxy6AEb2w,2.5,$$,2.6666666666666665,0.021759259259259256
Manna,tr15WgMHIC_W2gqBpuk3-A,4.0,$$,4.333333333333333,0.16060405643738976
Jose Ortega Elementary School,-xxU4fz6W450dfISrYyWzg,4.5,,3.6666666666666665,0.3398148148148148
Siam Lotus Thai Cuisine,eG1Rjh12FJuvkBPCKp7O8w,4.0,$$,3.3333333333333335,0.2075
Villa D'este,jiSwbGIdmhuY3Z8DhrtrGA,3.0,$$,4.0,0.3235119047619048
Celia's by the Beach,EFmCwCZ2ZV57HlGrMH2vog,3.5,$$,4.333333333333333,0.14907407407407405
Cafe Dolci,tHJQH4je6TrwJxotjHtP_g,4.0,$,4.666666666666667,0.12485119047619046
Louie's Dim Sum,BuzfrbiSKrnFa4jeuPTp-w,3.5,$,4.666666666666667,0.4000000000000001
Jang Soo BBQ,d74oNV0yHMfZPVoYy9Ha8A,4.0,$$,3.3333333333333335,0.2583333333333333
Draeger's Market,WnVJSnsNVOeyodYmj5BaXA,4.0,$$$,4.333333333333333,0.12986111111111112
Wise Sons Jewish Delicatessen,2KaFcRyHcNLfv4kzEmTYJA,3.5,$$,2.3333333333333335,0.06249999999999998
Kate's Kitchen,n5LHxcE-fbgr9O4Unri_ug,3.5,$$,4.0,0.3655555555555556
El Tomate Restaurant,bNs24yP7wb3rcm6T_jexSw,4.5,$$,4.666666666666667,0.36547619047619045
Bissap Baobab,6RD33qPwBS6j3ggo84J4iA,3.5,$$,4.0,-0.02440355940355941
Hillstone,_D1Ev_zTZs5ijHkleK6C2w,4.0,$$$,4.333333333333333,0.21805555555555553
Golden King Vietnamese Restaurant,4HeUBskEaGZ2qlnGtBcy7A,3.5,$,4.0,0.16909722222222223
Mai's Vietnamese Restaurant,ogif-GNQYoVNsc9mqI378w,3.5,$,3.3333333333333335,0.23680555555555557
SOMA Restaurant & Bar,w6bwuiCl388Fj7FmIeOMIA,3.5,$$,3.6666666666666665,0.18799603174603174
Mee Mee Bakery,zgBfOxGRJ4ICSUTrb_qUfg,3.0,$,2.3333333333333335,-0.021296296296296303
Lite Bite,3hInKoS_u0FPJMIpbITsHw,4.5,$$,4.0,0.3658730158730159
Casa Mexicana,1iO6SaWry8C6i_n4cFsxCw,3.5,$,2.3333333333333335,0.20972222222222223
Crepes On Cole,UyA7m3aI7SB0hWdMzlwGWQ,3.5,$$,2.6666666666666665,0.23564814814814816
Yick Wo Alternative Elementary School,rI-tXfjKccjXzknftIWYww,5.0,,5.0,0.21749999999999997
Miki Restaurant,ydRU8jEKxt0X5PQdP4VdRQ,4.0,$$,4.0,0.19074074074074077
Manora's Thai Cuisine,A6D6wG5y0sqpaqJjgc8QeQ,4.0,$$,3.3333333333333335,0.19833333333333333
Round Table Pizza,sW98jWYHl01r46avD5cUYA,2.0,$$,2.3333333333333335,-0.16666666666666663
Garden Bakery,vuYas7gLlshLOWw6GCnKFA,4.0,$,3.3333333333333335,0.025595238095238074
The Homestead,uRxCjtTvJpcrD510tIDKcA,4.0,$,4.333333333333333,0.14942129629629627
The Olympic Club,Pc4WNPpkhK44ItPcq9EGGA,4.5,,4.666666666666667,0.49361111111111117
Sacred Grounds Coffee House,N2MO7risubQGcEoVhDUoyw,3.5,$,4.0,0.13396825396825396
Kimochi,0j-VpLf5n5M9UuVMHqJFSQ,5.0,,5.0,0.3444444444444444
Sunrise Market,WSyS5OeKN9C8KgFOMlIujQ,4.0,$$,4.666666666666667,0.2859259259259259
Capurro's,Nf7y336Y0VwcWis3PO-Otg,3.5,$$$,3.6666666666666665,0.2607460317460318
Southpaw BBQ,2vlDWJxhWsESJQVSaghAeA,3.5,$$,2.3333333333333335,0.2586111111111111
Super Cue Cafe,tYXhOHDzfywE7ykGTqkyMA,3.5,$,3.3333333333333335,0.054930555555555545
Uva Enoteca,8FEy6ZgLlP9RlE_C_6KpKw,4.0,$$,4.666666666666667,0.3245265151515151
The Cake Gallery,eXsgothKW0_Yxy-U6tSfEg,4.5,$$,2.3333333333333335,0.038888888888888896
Mama's On Washington Square,MvAo0hj9FXOeNL5PwBZ0fQ,4.0,$$,3.3333333333333335,0.08759920634920636
The Mad Dog In The Fog,pY-nPVcbru-YjVZnkddiig,3.5,$$,3.3333333333333335,0.056805555555555574
Ping's Meat Market,w4C21_0f0ZFJFHjbWe9Scg,5.0,$,5.0,0.14995833333333333
Firewood Cafe,Fw7rbyKQGZEHpqFDVs6dBg,3.5,$$,3.3333333333333335,-0.08222222222222225
Pizzeria Delfina - Pacific Heights,wPJjpOZ0mnsajJLBkWUnwA,4.0,$$,2.6666666666666665,-0.10674603174603171
El Rinconsito Catracho,bxTFcQy998T-9cC22E2CyQ,3.5,$,3.6666666666666665,0.20092592592592592
Kokoro,iqyQFrKE1v1UN78CnPbn8A,5.0,,5.0,0.22291666666666665
Roosevelt Tamale Parlor,4L55hW_30nCS2rVL0YL-2A,4.0,$$,3.6666666666666665,0.10513888888888885
The Spice & Tea Exchange,yiuCGfMukUqjciiFPctg5Q,4.5,$$,4.0,0.38611111111111107
Superstar Restaurant,g60n9gcnr7cco5dh-j2RbA,4.5,$,4.0,0.42070370370370375
Yamo,D1-_5ff4aic1-7rLqzUd4g,3.5,$,4.666666666666667,0.15733333333333335
Serv-U-Market,KMORkOEcjkAychXg_rfwnA,5.0,$,4.666666666666667,0.19564694564694562
The Baked Bear,7YxKRfOZtsuH702EkyTwtw,4.5,$,3.6666666666666665,0.15611111111111112
AMC Kabuki 8,O7HdPG1c8G0IB3GZc4V2zg,3.5,,2.3333333333333335,-0.07858796296296297
Edinburgh Castle Pub,vbuiWssdvlk_IuNOZjAIkQ,4.0,$,3.6666666666666665,0.03673160173160175
Castro Coffee Company,5oNzSLvDDUyDIHCI4asntA,4.5,$,5.0,0.4354166666666666
Bimbo's 365 Club,OUaJngCEvUblIsVHTAgSxA,4.0,$$,3.6666666666666665,0.24444444444444446
Rose's Cafe,KewsTgYKXUPuUU_X1I3O6w,3.5,$$,3.0,0.19738794191919193
State Bird Provisions,QZQGRJZ4bZCmNoXjs3z1XQ,4.0,$$$,4.0,0.505
Burger Urge,goW9LHk_2ozTNypmq2pO8g,3.0,$$,3.6666666666666665,0.024305555555555563
San Francisco Christian School,4g1hGMpZ6EhxTqWR3w0-tQ,4.5,,5.0,0.15902777777777777
Tip Top Grocery Market,S9VWM1eIBpStvhPkyiEEXw,4.0,$,4.333333333333333,0.18689236111111115
Osha Thai,Bh7t4TwGuRMOJ-s3qUSQwQ,3.5,$$,4.0,0.34351851851851856
Mollie Stone's,lFuTnqxZkFpPyXlPzXQFyQ,3.0,$$$,1.6666666666666667,0.09027777777777779
Aroma Tea Shop,4CykXfygkNWlz87qkh5SCA,4.5,$$,5.0,0.5037037037037037
Bussaba,QDb7LJMMJ9J4zwRC1LFRdg,4.0,$$,4.0,0.25194444444444447
Taqueria el Buen Sabor,o9KZAEgORSys5J4oqiGtEg,4.0,$,4.333333333333333,0.30666666666666664
Mymy,VzlVF1yc_BboRwwqJcvkxg,4.0,$$,4.666666666666667,0.5958333333333333
Wayo Sushi,f6G4fFuwx_hQOMxvZPmqjw,4.0,$$,4.333333333333333,0.07291666666666667
Pete's Deli & Cafe,e3d-jYxVx7YLTxQ2CEmb0g,4.0,$,3.0,0.08560185185185183
House Of Hunan,_4xgvSsDuGgsyfSOVrneag,3.0,$,2.6666666666666665,0.1052777777777778
Mini Cafe,9MuV8P0WwlWPidYY2eC8Vg,4.0,$,4.0,0.19350649350649352
Wonderland Restaurant,BZrIT4uX_3MDQL3QPtfFPQ,4.0,$$,3.0,-0.06666666666666667
Beach Street Grill Restaurant,nY3qsB75yCrOiTZcsrzFDw,4.0,$$,3.6666666666666665,0.27111111111111114
Taraval Pizza,kTbI2NtsXwtaPlg-wN-jqA,3.0,$,2.3333333333333335,0.20419841269841268
Save-More Market,eWaU0deOdNUNyG58d64o-w,4.0,$,2.3333333333333335,-0.020833333333333353
The Irish Bank Bar & Restaurant,_GunRIpJwrm5aZWb6bHSsQ,3.5,$$,4.666666666666667,0.10296296296296296
Chantal Guillon Macarons,TfvirefqknwFZGCGYvHFgw,4.5,$$,4.666666666666667,0.31012345679012343
Sai Jai Thai Restaurant,bGI_oq-DVPo2bWJZxDf9gw,4.0,$$,3.0,0.13410493827160494
Parkside Tavern,2kAb8kvymt5xJfoNFTwFyQ,4.0,$$,3.6666666666666665,0.1525
Noriega Teriyaki House,YDeqSFd7qdbbFiBUO6Gpjw,3.0,$$,2.6666666666666665,0.10161616161616159
Sens Restaurant,TCvzZi55lnXP9bDrJdPARQ,3.5,$$,4.0,0.41083333333333333
Noe Hill Market,o-jrxsO_Btbq5T1wxcxNMg,4.5,$$,4.666666666666667,0.26941919191919195
Thanh Tam II,dp79eNPRsgJ8MgBjH5DozQ,3.5,$,3.0,0.09802188552188552
Molinari Delicatessen,FmGF1B-Rpsjq1f5b56qMwg,4.5,$$,5.0,0.12513227513227512
Taqueria El Castillito Star,RF-ciAQlmV2BO4lVvmfrkg,4.0,$,2.6666666666666665,-0.10154320987654321
Ti Piacera Ristorante,NcXfS-AbgTM9Hjfz2bmMRQ,3.5,$$,2.6666666666666665,0.11851851851851851
Woodhouse Fish Company,PFk6k_hEGG0n6_FAJSm9EQ,4.0,$$,3.3333333333333335,0.4808333333333333
Bernie's,E4FkDzb2W1kKGiBT6df4hg,4.5,$,4.666666666666667,0.4990277777777778
Chatz Coffee Shop,Uv0rM1mX1bgTx9iKNvM-cw,3.5,$,3.6666666666666665,0.3213888888888889
Orphan Andy's,6BMxNLbCSQIe72nYGiJBXA,3.5,$$,4.666666666666667,0.38032407407407415
Chavitas,27jQXgyYIFvVSXaiF47YrQ,3.5,$,3.3333333333333335,0.24305555555555555
The City Club of San Francisco,Lkk2KcJ2X_Oo_5aN65xaSg,4.5,,4.333333333333333,0.36999999999999994
St Paul Elementary School,X6LlsGiiNXcNiE6_QkX-LQ,5.0,,5.0,0.25117845117845117
H2O Cafe,HLsfmfut4mzOClQ5jaJn_A,2.5,$,2.0,-0.20638888888888887
Creative Arts Charter School,y8PXwRFx6SicYgLx3l22kQ,3.5,,4.666666666666667,0.009259259259259264
Rossi’s Deli,luREw4YhfFuYiUdA0SECaw,4.5,$,5.0,0.5322916666666667
The San Francisco School,9q77IEGYaZm8gNmRhnCZ8Q,5.0,,5.0,0.075
Hornblower Cruises & Events,2pzKNzMZWP4pngfN4DnNzw,4.0,,4.666666666666667,0.17579365079365084
Muracci's Japanese Curry & Grill,7qK2Gwu0afQMtYFSJvvCqQ,4.0,$$,4.333333333333333,0.2712962962962963
Verdi Club,rJoGt8B0gwRYlJJdcmqIaA,4.5,,4.333333333333333,0.2998737373737374
Giorgio's Pizzeria,GNzoAOXPxP0UzW7fb51dNg,4.0,$$,3.6666666666666665,0.4344444444444444
La Cocina Community Kitchen,qjy8ZG8C3C_wNtE6VF83Jw,4.5,,5.0,0.4220238095238095
Subway,f134JY-da1-ciO-jND1wfA,3.0,$,2.6666666666666665,0.29444444444444445
Ozumo,PNxwbgtfdpldd3CyJFIw3w,3.5,$$$,5.0,0.36388888888888893
The Civic Kitchen,Lj9_JnXjkVT35srlMFAPVA,5.0,,5.0,0.34682539682539687
Black Point Cafe,CPsBAUzxXoJOdykCm-DTsA,2.5,,2.6666666666666665,0.11428571428571425
Beijing Restaurant,8sTqr9ehaZuqORQCddYeUg,3.5,$$,3.3333333333333335,0.1058333333333333
We Be Sushi,vFpnaHTIXwQKDBra-avR7w,3.5,$$,3.3333333333333335,0.2628571428571429
Teeth,y8mGQTwmFaSu3d7dAywOHA,3.5,$$,3.0,0.2222222222222222
Bluestem Brasserie,dhTrfvdlpFE33USafJ3cjQ,4.0,$$$,4.333333333333333,0.5833333333333334
Panaderia La Mexicana Bakery,o_687zG5kw-GdtVCMN7Z7g,4.5,$,3.6666666666666665,0.16342592592592595
St Thomas the Apostle School,oKPcWAQMa-l1PSARYMcQXA,4.5,,5.0,0.3383333333333334
Chico's Grill,9wUeqMzExFEG_yWfyDwMBQ,4.0,$$,4.666666666666667,0.22833333333333336
Shanghai China Restaurant,VKBBK2YgpOpW7vy9BQ3ATA,3.0,$,3.6666666666666665,-0.010763888888888887
A2/Rustico Cafe,1ay2ZDVZa2KtAAfxPnGJKw,3.5,$,2.3333333333333335,0.025462962962962955
